,GISJOIN,COUNTY,Population,Population_density,Hispanic,White,Black,Native,Asian,Pacific
11102,G36008100289001,Queens County,1363,0.020690702087286527,425,188,9,2,669,0
11103,G36008100289002,Queens County,1238,0.03580725400590039,484,286,13,4,417,0
11104,G36008100289003,Queens County,2601,0.03603940640977678,824,570,43,3,1066,0
11105,G36008100291001,Queens County,1913,0.031279124903938915,362,217,23,5,1246,0
11106,G36008100291002,Queens County,1838,0.045627187647394686,341,266,35,0,1141,0
11107,G36008100291003,Queens County,2077,0.026103458676855016,609,247,41,9,1132,0
11108,G36008100291004,Queens County,1513,0.01880297268411503,477,159,11,6,812,0
11109,G36008100293001,Queens County,1457,0.00962758365491357,348,119,6,3,937,1
11110,G36008100294001,Queens County,1381,0.008848196723412163,150,24,1028,1,83,0
11111,G36008100294002,Queens County,1291,0.007855473884048093,122,20,1002,7,48,0
11112,G36008100294003,Queens County,1263,0.011044650821134372,220,6,923,10,27,0
11113,G36008100294004,Queens County,1290,0.012686236908098539,131,12,996,12,27,0
11114,G36008100294005,Queens County,1498,0.006487291750572726,184,34,1067,14,76,0
11115,G36008100294006,Queens County,1349,0.0045400850130077304,299,43,904,7,10,4
11116,G36008100295001,Queens County,1751,0.029396951178564234,381,936,87,0,259,0
11117,G36008100295002,Queens County,2075,0.016814689961427508,507,483,42,10,914,0
11118,G36008100297001,Queens County,909,0.0029192251368085707,212,524,5,0,143,0
11119,G36008100297002,Queens County,1349,0.006490850739302606,448,238,24,0,590,0
11120,G36008100299001,Queens County,5,1.2247247431139852e-05,3,0,0,0,0,0
11121,G36008100306001,Queens County,416,0.0006392869491720773,107,28,261,1,10,3
11122,G36008100306002,Queens County,546,0.006553599078175075,57,6,414,0,27,1
11123,G36008100306003,Queens County,1320,0.008875620284826724,126,15,941,12,107,0
11124,G36008100306004,Queens County,1266,0.005507101376775344,104,26,925,14,82,0
11125,G36008100306005,Queens County,1739,0.007223380658453307,135,34,1314,17,102,0
11126,G36008100309031,Queens County,1767,0.014319518954926336,814,310,11,2,580,0
11127,G36008100309032,Queens County,2087,0.02164241789466043,990,225,11,4,812,0
11128,G36008100309033,Queens County,1635,0.02890479978785468,963,83,4,0,546,0
11129,G36008100309034,Queens County,1259,0.016718011366654274,439,102,6,1,689,0
11130,G36008100309041,Queens County,1939,0.006452364313999534,997,477,25,8,387,0
11131,G36008100309042,Queens County,1785,0.01567040356776023,787,349,25,0,569,1
11132,G36008100309051,Queens County,786,0.008997767729380116,267,225,5,1,277,0
11133,G36008100309052,Queens County,2638,0.024791835046895853,993,492,33,9,1030,0
11134,G36008100309061,Queens County,1501,0.01599497026917585,601,249,27,0,584,0
11135,G36008100309062,Queens County,1548,0.020529414885151982,453,199,5,0,848,0
11136,G36008100309063,Queens County,1875,0.03930817610062893,629,238,16,2,959,0
11137,G36008100317001,Queens County,0,0.0,0,0,0,0,0,0
11138,G36008100317002,Queens County,2030,0.01446621106415729,455,1336,44,0,137,2
11139,G36008100317003,Queens County,1270,0.012530957384877996,272,845,20,0,86,0
11140,G36008100317004,Queens County,1752,0.011629219076698416,457,941,167,2,138,0
11141,G36008100317005,Queens County,1729,0.009632955963629881,325,1137,91,0,91,4
11142,G36008100320001,Queens County,1825,0.0066110253790924965,145,25,1425,15,54,0
11143,G36008100320002,Queens County,931,0.002210167721105796,222,113,543,1,11,1
11144,G36008100320003,Queens County,1526,0.009877725922233946,206,14,1139,18,30,1
11145,G36008100320004,Queens County,918,0.0048727149196373595,60,13,757,3,19,0
11146,G36008100327001,Queens County,2167,0.023004002080657317,1214,293,54,1,568,2
11147,G36008100327002,Queens County,1765,0.0311556724506187,1385,95,21,3,242,0
11148,G36008100328001,Queens County,1058,0.008233527109160383,59,34,872,11,14,0
11149,G36008100328002,Queens County,716,0.006437575299850749,80,11,570,5,12,0
11150,G36008100328003,Queens County,886,0.006905797440334222,77,14,710,5,0,0
11151,G36008100329001,Queens County,1722,0.011594163866875838,947,168,154,1,367,4
11152,G36008100329002,Queens County,1355,0.009369835353668065,861,144,43,2,286,1
11153,G36008100329003,Queens County,1174,0.008165309259349418,598,129,34,1,377,2
11154,G36008100330001,Queens County,2184,0.007621653312487786,217,45,1711,11,46,0
11155,G36008100330002,Queens County,1113,0.008989290387193694,124,2,879,11,25,0
11156,G36008100330003,Queens County,1485,0.009894063561862882,163,3,1160,8,53,0
11157,G36008100330004,Queens County,1334,0.01106659034535394,97,23,1072,13,17,0
11158,G36008100330005,Queens County,1249,0.009162466897012111,150,36,883,0,62,0
11159,G36008100331000,Queens County,0,,0,0,0,0,0,0
11160,G36008100331001,Queens County,0,0.0,0,0,0,0,0,0
11161,G36008100334011,Queens County,1401,0.009079891378315845,149,12,1119,2,30,0
11162,G36008100334012,Queens County,2795,0.006878154538228512,366,29,2145,7,78,1
11163,G36008100334031,Queens County,2435,0.025687550768516663,88,9,2227,4,10,3
11164,G36008100334032,Queens County,2439,0.015243654727157956,90,8,2203,10,13,0
11165,G36008100334041,Queens County,2349,0.0243563555675373,97,11,2103,7,11,0
11166,G36008100334042,Queens County,2374,0.01765042639088185,126,23,2112,2,22,0
11167,G36008100334051,Queens County,2374,0.023293464289568962,96,4,2178,2,6,0
11168,G36008100334052,Queens County,1279,0.007518664393627653,116,9,939,9,55,0
11169,G36008100337001,Queens County,2154,0.02285362644824513,1440,141,26,2,514,0
11170,G36008100337002,Queens County,1611,0.0284679271956176,1156,46,4,1,364,0
11171,G36008100339001,Queens County,1519,0.024165195119235112,996,109,22,3,353,2
11172,G36008100339002,Queens County,828,0.021930289225553554,382,142,49,0,218,0
11173,G36008100339003,Queens County,1134,0.02258109480475517,763,74,12,1,254,0
11174,G36008100347001,Queens County,1838,0.014408114951358894,1304,91,132,7,257,0
11175,G36008100347002,Queens County,1850,0.007249074273623166,1034,150,209,8,388,0
11176,G36008100351001,Queens County,1280,0.029116054774578046,944,74,25,2,195,0
11177,G36008100351002,Queens County,1814,0.03518435905890568,911,276,118,0,445,0
11178,G36008100351003,Queens County,1084,0.02479301038378848,836,63,22,9,128,0
11179,G36008100352001,Queens County,1281,0.003934661883231767,129,12,1022,2,40,0
11180,G36008100352002,Queens County,1269,0.004521533401981778,109,2,1026,4,31,0
11181,G36008100353001,Queens County,1522,0.01755660910590488,1051,56,238,3,129,0
11182,G36008100353002,Queens County,1306,0.01908714905806527,1052,29,59,9,139,0
11183,G36008100357001,Queens County,2082,0.010174162903887878,1074,142,452,0,348,0
11184,G36008100357002,Queens County,1698,0.008271266361081208,914,110,332,0,277,1
11185,G36008100357003,Queens County,1813,0.008691233503195095,808,262,556,1,123,2
11186,G36008100358001,Queens County,838,0.006493858731450269,82,10,679,6,1,0
11187,G36008100358002,Queens County,1791,0.010568242166755178,111,4,1516,5,29,0
11188,G36008100358003,Queens County,1173,0.00936287734870133,116,24,932,8,8,0
11189,G36008100358004,Queens County,706,0.00701175909740982,51,2,592,3,4,0
11190,G36008100361001,Queens County,1334,0.014278527620495146,840,54,269,2,131,0
11191,G36008100361002,Queens County,1372,0.02145459663169088,1050,49,143,2,93,0
11192,G36008100363001,Queens County,1318,0.015918643412725253,868,58,227,1,137,0
11193,G36008100363002,Queens County,1144,0.02195903794844233,956,28,92,3,36,0
11194,G36008100365001,Queens County,1708,0.02072765224145045,1266,27,243,4,112,0
11195,G36008100365002,Queens County,2434,0.029047425830011697,2148,12,186,2,56,0
11196,G36008100366001,Queens County,1498,0.006777237891003194,201,17,1120,3,62,0
11197,G36008100366002,Queens County,1505,0.010126565244013215,126,10,1227,11,34,0
11198,G36008100367001,Queens County,837,0.017108867176321492,489,27,201,0,89,0
11199,G36008100367002,Queens County,2262,0.015424059350580277,1199,66,571,8,340,1
11200,G36008100368001,Queens County,1220,0.009668037626100532,103,5,988,3,20,0
11201,G36008100368002,Queens County,1293,0.012123200975106652,150,4,1032,4,24,0
11202,G36008100371001,Queens County,1917,0.01022541792461888,992,106,486,19,238,0
11203,G36008100373001,Queens County,1498,0.01721898456268607,1174,14,162,2,105,0
11204,G36008100373002,Queens County,1389,0.009243300437210108,1005,36,192,0,124,0
11205,G36008100375011,Queens County,1479,0.0278693776027436,1231,24,10,9,187,0
11206,G36008100375021,Queens County,1769,0.023193612251052168,1548,43,69,6,62,2
11207,G36008100375022,Queens County,1009,0.042302532282408184,897,21,13,0,63,0
11208,G36008100376001,Queens County,1077,0.011142263007066078,102,13,878,3,15,4
11209,G36008100376002,Queens County,1512,0.009678472440037639,131,18,1238,3,38,0
11210,G36008100376003,Queens County,999,0.008575254510807052,95,6,782,4,41,6
11211,G36008100376004,Queens County,1483,0.007301929619836826,124,20,1179,12,53,0
11212,G36008100376005,Queens County,1302,0.006599890508728888,89,7,1098,1,37,6
11213,G36008100377001,Queens County,2509,0.030187453377289026,2190,21,186,4,76,0
11214,G36008100377002,Queens County,1984,0.03114404119050609,1747,30,148,2,47,0
11215,G36008100379001,Queens County,2578,0.03861535926663771,2293,32,118,0,97,0
11216,G36008100379002,Queens County,2113,0.03321961419340638,1905,20,63,0,81,2
11217,G36008100379003,Queens County,1813,0.027181816818842863,1629,20,56,0,56,0
11218,G36008100381001,Queens County,1959,0.023584792083022322,1374,51,370,7,95,0
11219,G36008100381002,Queens County,2849,0.03819290837187479,2440,11,127,9,225,0
11220,G36008100381003,Queens County,2158,0.016904409403175648,1726,28,274,6,96,0
11221,G36008100383010,Queens County,2,inf,0,0,1,0,1,0
11222,G36008100383011,Queens County,0,0.0,0,0,0,0,0,0
11223,G36008100383020,Queens County,0,,0,0,0,0,0,0
11224,G36008100383021,Queens County,44,9.818623250499858e-06,17,3,13,0,3,0
11225,G36008100384001,Queens County,1370,0.008713571546690752,104,16,1121,10,45,0
11226,G36008100384002,Queens County,1350,0.00962278675904542,70,6,1174,1,11,0
11227,G36008100394001,Queens County,1264,0.008753401984750797,121,13,1032,2,24,1
11228,G36008100394002,Queens County,1150,0.010605823057981573,129,10,931,1,14,2
11229,G36008100394003,Queens County,918,0.009621532108457096,109,13,689,3,26,0
11230,G36008100398001,Queens County,854,0.007734596469618614,129,14,630,0,16,0
11231,G36008100398002,Queens County,834,0.009248375435250283,51,8,714,0,12,0
11232,G36008100399011,Queens County,1505,0.025577403511157188,1263,20,9,4,189,0
11233,G36008100399012,Queens County,1370,0.029013130029648455,1010,41,214,1,89,0
11234,G36008100399021,Queens County,2285,0.0359248486754186,1568,86,297,7,278,8
11235,G36008100400001,Queens County,708,0.007693645136051465,113,3,520,9,11,0
11236,G36008100400002,Queens County,766,0.007345819308188766,47,4,581,3,12,3
11237,G36008100401011,Queens County,1599,0.03550966022651566,1322,24,7,2,229,0
11238,G36008100401012,Queens County,1248,0.029080063379625314,1052,20,14,3,145,0
11239,G36008100401021,Queens County,2488,0.03912380293428522,2178,8,41,0,235,0
11240,G36008100401022,Queens County,2320,0.03837819060065177,1997,14,47,1,213,0
11241,G36008100402001,Queens County,733,0.006633304073192583,45,1,565,2,64,0
11242,G36008100402002,Queens County,741,0.006873266610394308,55,8,595,4,13,0
11243,G36008100403011,Queens County,1238,0.02838603168779951,1044,20,11,1,158,0
11244,G36008100403012,Queens County,1530,0.03399697804639588,1352,22,4,0,130,0
11245,G36008100403021,Queens County,4760,0.04275692329803192,4171,58,54,0,423,2
11246,G36008100404001,Queens County,896,0.009783688756401437,78,28,588,3,78,0
11247,G36008100404002,Queens County,1478,0.010424601495274369,143,18,1108,1,138,0
11248,G36008100404003,Queens County,777,0.008015019134955592,113,2,512,1,56,0
11249,G36008100404004,Queens County,1119,0.007504526859365569,124,10,855,4,42,0
11250,G36008100405011,Queens County,1183,0.01655564263322884,1051,48,9,0,56,0
11251,G36008100405021,Queens County,2175,0.037491596711082,1943,35,55,0,100,0
11252,G36008100407011,Queens County,1487,0.04543232508402078,1410,12,3,0,31,0
11253,G36008100407012,Queens County,1675,0.04440026507620941,1434,24,5,1,174,0
11254,G36008100407021,Queens County,1880,0.037031930190872024,1681,19,81,1,69,0
11255,G36008100407022,Queens County,1487,0.041353801657489295,1376,4,25,3,59,0
11256,G36008100407023,Queens County,1764,0.041661746297914554,1623,5,0,5,113,0
11257,G36008100409011,Queens County,787,0.023683418597652724,683,17,0,8,66,0
11258,G36008100409012,Queens County,1164,0.030928656835392587,917,21,0,22,181,0
11259,G36008100409021,Queens County,1470,0.046915392716943796,1334,15,45,0,60,0
11260,G36008100409022,Queens County,2064,0.04105746852061825,1871,38,32,1,94,0
11261,G36008100411001,Queens County,2115,0.030803961549665016,1727,31,11,3,330,0
11262,G36008100411002,Queens County,2417,0.03502137216547128,1922,43,1,3,410,0
11263,G36008100413001,Queens County,1601,0.028156381351013875,1311,68,7,0,191,0
11264,G36008100413002,Queens County,1746,0.03198680956306678,1430,52,19,0,230,0
11265,G36008100413003,Queens County,1405,0.02966889095362784,1212,34,6,3,141,0
11266,G36008100414001,Queens County,2581,0.008278326244956348,440,24,1533,7,374,0
11267,G36008100414002,Queens County,659,0.014488292843794657,115,4,488,0,13,0
11268,G36008100414003,Queens County,1286,0.011090796191527528,269,11,739,7,119,0
11269,G36008100415001,Queens County,2595,0.024236480806948724,2045,123,54,7,314,0
11270,G36008100415002,Queens County,1770,0.02771167334669339,1542,72,16,0,108,0
11271,G36008100424001,Queens County,908,0.004165443335290664,75,12,733,3,16,0
11272,G36008100424002,Queens County,790,0.004658815481420762,59,5,643,0,37,1
11273,G36008100424003,Queens County,597,0.004632036311440432,62,2,509,1,2,2
11274,G36008100426001,Queens County,364,0.000697706959243563,44,121,190,1,2,0
11275,G36008100427001,Queens County,1814,0.024646069400288035,1414,93,17,1,263,0
11276,G36008100427002,Queens County,3184,0.03284031602615673,2585,133,38,10,384,0
11277,G36008100432001,Queens County,1280,0.005369825774324682,151,26,926,7,63,0
11278,G36008100434001,Queens County,1717,0.008361293589999562,196,13,1210,11,152,4
11279,G36008100437011,Queens County,2129,0.03450846908177324,1666,191,76,2,160,0
11280,G36008100437012,Queens County,1554,0.018517415188093564,950,260,166,9,121,0
11281,G36008100437021,Queens County,1961,0.02966761978244754,662,227,333,8,674,0
11282,G36008100437022,Queens County,2179,0.042863325202612323,1926,61,55,2,104,4
11283,G36008100437023,Queens County,2858,0.04896686427029435,1990,137,127,1,541,2
11284,G36008100439001,Queens County,2515,0.03282047266700596,2195,98,23,1,185,0
11285,G36008100439002,Queens County,2416,0.027416847289522362,2101,69,21,6,186,0
11286,G36008100440001,Queens County,1463,0.01401609503736348,234,11,628,7,342,2
11287,G36008100440002,Queens County,1217,0.010255934874392187,135,20,643,40,204,6
11288,G36008100440003,Queens County,2103,0.01352272434990612,458,20,1053,27,361,14
11289,G36008100443011,Queens County,2118,0.028821816400402798,1517,82,62,0,411,0
11290,G36008100443012,Queens County,2607,0.04333228063760118,1861,120,274,1,287,0
11291,G36008100443021,Queens County,1290,0.013731877115667113,729,31,41,5,455,0
11292,G36008100443022,Queens County,1292,0.013023143294895572,605,26,32,4,608,1
11293,G36008100443023,Queens County,2791,0.032904975241688283,1199,79,417,2,1033,0
11294,G36008100444001,Queens County,1555,0.013511869590907511,587,54,297,5,480,2
11295,G36008100444002,Queens County,1474,0.013875944910427668,463,27,174,31,536,0
11296,G36008100444003,Queens County,1533,0.0022683756181434535,637,46,453,13,262,6
11297,G36008100446011,Queens County,2485,0.025417834420964344,1037,79,850,12,358,1
11298,G36008100446012,Queens County,1528,0.012030548775686954,726,40,263,0,452,4
11299,G36008100446021,Queens County,2498,0.04675626099651855,764,66,575,4,993,0
11300,G36008100446022,Queens County,1695,0.03207675712501419,503,74,378,11,657,0
11301,G36008100446023,Queens County,1279,0.02004450852557673,214,48,219,5,716,0
11302,G36008100448001,Queens County,2096,0.014243000815438977,390,115,280,2,1202,1
11303,G36008100448002,Queens County,967,0.015893626113539987,184,89,41,0,596,0
11304,G36008100450001,Queens County,1009,0.011019133321684431,289,150,50,5,451,0
11305,G36008100450002,Queens County,1061,0.01263035093566973,215,164,34,1,582,0
11306,G36008100452001,Queens County,1209,0.00554849309536157,139,240,135,1,650,0
11307,G36008100454001,Queens County,2217,0.0231383395084277,214,72,190,14,1604,0
11308,G36008100454002,Queens County,2990,0.022118492983481407,254,132,306,6,2123,2
11309,G36008100455001,Queens County,2554,0.10220497018688222,1004,341,649,4,424,0
11310,G36008100455002,Queens County,2770,0.11049944151906814,1144,190,1008,0,324,1
11311,G36008100455003,Queens County,2655,0.08339877493324957,1031,334,826,0,335,0
11312,G36008100455004,Queens County,2462,0.09551891367604268,907,338,725,4,339,0
11313,G36008100455005,Queens County,2672,0.13057713922689732,1032,355,773,0,365,0
11314,G36008100455006,Queens County,87,0.004326636164710563,54,0,9,6,3,0
11315,G36008100456001,Queens County,1365,0.008413876423886779,148,101,76,4,969,0
11316,G36008100457001,Queens County,1796,0.01984135752005126,579,80,21,1,1060,0
11317,G36008100457002,Queens County,1740,0.02900048334138902,312,104,19,0,1265,0
11318,G36008100458001,Queens County,2271,0.009258768514479312,299,142,226,6,1465,2
11319,G36008100459001,Queens County,2754,0.030168258697747787,959,109,17,5,1598,0
11320,G36008100459002,Queens County,1396,0.030615377867450326,597,65,5,0,701,0
11321,G36008100460001,Queens County,2116,0.04632528405981128,654,32,205,6,1106,3
11322,G36008100460002,Queens County,1967,0.01899547083079835,410,37,345,26,1023,1
11323,G36008100460003,Queens County,2110,0.02928928373126041,871,27,243,5,785,4
11324,G36008100461001,Queens County,1327,0.02169718770438195,601,64,17,0,608,0
11325,G36008100461002,Queens County,1576,0.03050480024775472,969,12,19,0,558,1
11326,G36008100462001,Queens County,2194,0.02930569283787033,604,131,538,4,647,0
11327,G36008100462002,Queens County,2767,0.03051053037821149,774,37,370,22,1274,1
11328,G36008100462003,Queens County,3245,0.038605674855749214,1011,63,346,26,1518,4
11329,G36008100463001,Queens County,1968,0.04344370860927153,1295,56,10,3,578,0
11330,G36008100463002,Queens County,2573,0.022547430223896946,1630,31,27,22,830,0
11331,G36008100464001,Queens County,1841,0.008047489366910437,341,344,451,7,595,2
11332,G36008100465001,Queens County,2335,0.035590714405475024,1989,67,4,17,215,0
11333,G36008100465002,Queens County,1941,0.030258624721343164,1530,26,10,7,336,0
11334,G36008100466001,Queens County,1863,0.0112256641700661,301,225,367,4,863,0
11335,G36008100466002,Queens County,1813,0.024310770220982623,248,186,531,5,770,0
11336,G36008100467001,Queens County,1658,0.04694490061724899,1214,31,20,1,358,1
11337,G36008100467002,Queens County,2177,0.07030291287218239,1322,98,28,0,697,0
11338,G36008100467003,Queens County,1737,0.05609740343624855,1096,26,26,3,558,0
11339,G36008100467004,Queens County,1709,0.038308937257627046,863,72,23,4,713,0
11340,G36008100468001,Queens County,1649,0.017520745455125004,362,77,154,13,787,6
11341,G36008100468002,Queens County,2524,0.018654703217271123,496,71,246,21,1177,2
11342,G36008100469011,Queens County,900,0.03556749920961113,380,34,3,5,462,0
11343,G36008100469012,Queens County,1596,0.06314789902666772,353,72,30,0,1086,0
11344,G36008100469013,Queens County,1850,0.07676348547717843,1183,61,7,2,576,0
11345,G36008100469021,Queens County,2279,0.04473188348904766,1577,52,45,0,557,0
11346,G36008100469022,Queens County,1823,0.07077138087658683,1104,47,33,0,606,0
11347,G36008100470001,Queens County,1342,0.012745023552651573,263,19,98,15,691,0
11348,G36008100470002,Queens County,2001,0.01613371389869866,496,35,228,24,757,0
11349,G36008100471001,Queens County,2818,0.034544897333741956,905,102,25,3,1707,0
11350,G36008100471002,Queens County,1967,0.025705026005593164,405,61,22,6,1427,2
11351,G36008100472001,Queens County,993,0.0049238855556106515,168,192,131,6,443,0
11352,G36008100472002,Queens County,1240,0.004708366083057096,157,239,244,13,458,0
11353,G36008100472003,Queens County,1628,0.029155249914934008,321,133,518,5,512,33
11354,G36008100473001,Queens County,1851,0.03814214181211235,387,148,24,1,1253,3
11355,G36008100473002,Queens County,1732,0.01421606448117931,473,115,35,4,1058,0
11356,G36008100473003,Queens County,1280,0.04550625711035267,96,142,10,0,1002,0
11357,G36008100475001,Queens County,2374,0.02034799005742693,596,146,18,1,1555,3
11358,G36008100475002,Queens County,3115,0.018843157181571816,846,198,41,3,1989,0
11359,G36008100476001,Queens County,696,0.0020380375104317654,49,310,117,2,182,0
11360,G36008100476002,Queens County,678,0.0032925407925407926,58,266,63,1,219,0
11361,G36008100478011,Queens County,2060,0.01159609560586785,270,260,721,15,581,0
11362,G36008100478012,Queens County,2005,0.005849147424770629,587,331,513,16,370,0
11363,G36008100478021,Queens County,1511,0.011387272782081813,248,48,275,19,658,0
11364,G36008100479001,Queens County,3295,0.019690097584004113,615,203,33,0,2389,3
11365,G36008100479002,Queens County,1637,0.01397473109100222,437,119,303,0,731,0
11366,G36008100479003,Queens County,1905,0.017640032224310834,420,175,20,1,1259,0
11367,G36008100480001,Queens County,1659,0.011870009444492144,274,64,194,23,759,1
11368,G36008100480002,Queens County,1007,0.011128055518719886,225,38,229,9,342,2
11369,G36008100481001,Queens County,1110,0.026126868306461104,315,48,7,1,706,0
11370,G36008100481002,Queens County,2035,0.059911090175758824,846,58,16,0,1082,0
11371,G36008100481003,Queens County,1859,0.05571205945816351,656,135,111,3,926,0
11372,G36008100481004,Queens County,1317,0.04505336617405583,240,32,10,0,1007,0
11373,G36008100482001,Queens County,1518,0.006646874917899272,243,57,419,2,533,1
11374,G36008100483011,Queens County,2145,0.02454514246481291,398,150,18,1,1500,0
11375,G36008100483021,Queens County,2092,0.015594948787142368,701,213,19,2,1100,0
11376,G36008100484001,Queens County,1521,0.011528928438781465,213,38,240,34,617,4
11377,G36008100484002,Queens County,1182,0.012622002007560387,184,14,456,12,316,0
11378,G36008100484003,Queens County,1198,0.012636997500026372,151,31,208,10,476,0
11379,G36008100484004,Queens County,1668,0.017688229056203604,330,48,684,29,243,0
11380,G36008100485001,Queens County,961,0.009599536505209321,102,53,9,0,790,0
11381,G36008100485002,Queens County,1727,0.02712892128371479,287,101,17,0,1278,0
11382,G36008100485003,Queens County,2643,0.01721678294346407,463,139,111,0,1858,0
11383,G36008100489001,Queens County,1207,0.0037943565626336042,501,126,135,0,410,0
11384,G36008100489002,Queens County,730,0.01662794405721835,189,121,0,0,416,0
11385,G36008100492011,Queens County,1168,0.007312614259597806,192,82,760,4,72,0
11386,G36008100492012,Queens County,1720,0.012710987614177185,345,68,858,9,287,0
11387,G36008100492021,Queens County,2018,0.010555442224907287,253,95,493,20,768,1
11388,G36008100493011,Queens County,1231,0.014587727822150594,329,344,2,1,523,0
11389,G36008100493012,Queens County,1160,0.014545272159596745,333,383,17,0,406,0
11390,G36008100493021,Queens County,1607,0.01582019905689168,675,560,8,0,332,3
11391,G36008100493022,Queens County,1891,0.011271114713841238,716,598,33,0,506,2
11392,G36008100495001,Queens County,1430,0.011082178616820112,494,688,21,1,185,0
11393,G36008100496001,Queens County,1273,0.012437106150163647,143,28,268,26,423,2
11394,G36008100496002,Queens County,1264,0.011708256914726097,159,40,455,17,296,3
11395,G36008100496003,Queens County,714,0.011368883652054839,176,13,196,13,148,0
11396,G36008100497001,Queens County,2150,0.01923799638504626,456,558,10,0,1082,0
11397,G36008100497002,Queens County,1231,0.014345480183193296,335,375,29,0,460,0
11398,G36008100499001,Queens County,31,0.0010167934925216478,27,1,0,0,0,0
11399,G36008100499002,Queens County,1785,0.01030136543588915,412,227,13,0,1111,0
11400,G36008100499003,Queens County,1927,0.014306608361236293,554,259,17,0,1071,0
11401,G36008100499004,Queens County,1734,0.013991882448821503,293,229,7,0,1179,2
11402,G36008100500001,Queens County,1865,0.009305922858140811,313,107,874,36,360,5
11403,G36008100500002,Queens County,2913,0.021473116218726503,438,59,1984,29,166,0
11404,G36008100502011,Queens County,1678,0.009980253610258605,273,32,1057,12,169,2
11405,G36008100502021,Queens County,1521,0.009950671882973295,177,36,864,21,257,17
11406,G36008100504001,Queens County,1154,0.01079766081871345,132,25,823,10,71,1
11407,G36008100504002,Queens County,718,0.006561451926855346,77,1,522,5,50,0
11408,G36008100505001,Queens County,1768,0.015226677690505718,493,476,58,1,698,1
11409,G36008100506001,Queens County,706,0.009637962103423797,108,9,441,0,88,0
11410,G36008100506002,Queens County,929,0.006991480779072218,88,24,615,7,51,5
11411,G36008100507001,Queens County,1949,0.008663223305804227,366,938,32,4,556,0
11412,G36008100507002,Queens County,1750,0.011885115081871464,327,772,12,0,595,0
11413,G36008100508001,Queens County,1276,0.009599687032146914,144,22,880,8,86,1
11414,G36008100508002,Queens County,808,0.009329176769426163,63,16,613,10,53,0
11415,G36008100510001,Queens County,876,0.008622386708138115,104,5,550,4,146,1
11416,G36008100510002,Queens County,740,0.008883873368788792,95,10,479,3,106,1
11417,G36008100511001,Queens County,1285,0.007452472364956561,301,686,21,6,238,0
11418,G36008100511002,Queens County,1209,0.011913560173825642,482,486,7,0,202,0
11419,G36008100512001,Queens County,995,0.005631172359149948,130,14,677,1,103,0
11420,G36008100512002,Queens County,1103,0.00832113704603407,158,24,785,3,56,0
11421,G36008100512003,Queens County,650,0.00976826665865168,96,3,471,6,37,0
11422,G36008100513001,Queens County,1512,0.013816041959831138,391,496,56,3,534,2
11423,G36008100513002,Queens County,1126,0.013389141239981925,328,503,8,1,265,0
11424,G36008100515001,Queens County,813,0.014827649097209556,198,394,8,0,199,0
11425,G36008100515002,Queens County,1452,0.020571234274056445,387,856,15,0,156,0
11426,G36008100515003,Queens County,861,0.00870127638932401,186,552,7,0,104,0
11427,G36008100516001,Queens County,761,0.011780732851370808,84,8,524,3,104,0
11428,G36008100516002,Queens County,1308,0.010986334276858984,170,6,1027,3,34,0
11429,G36008100517001,Queens County,1028,0.006030032848427968,269,620,20,1,98,0
11430,G36008100517002,Queens County,1118,0.013357387782410782,281,698,15,0,98,0
11431,G36008100518001,Queens County,809,0.01069398545935228,76,2,666,2,6,0
11432,G36008100518002,Queens County,1139,0.012095018636310541,133,11,896,2,20,2
11433,G36008100520001,Queens County,1593,0.009250119037941167,121,10,1262,12,29,0
11434,G36008100521001,Queens County,812,0.013255627928236773,239,487,22,0,52,0
11435,G36008100521002,Queens County,1385,0.010735435463367748,502,721,20,0,111,0
11436,G36008100522001,Queens County,1605,0.009450070654733867,123,22,1302,3,37,0
11437,G36008100524001,Queens County,968,0.009196450626080679,67,11,771,0,34,0
11438,G36008100524002,Queens County,977,0.010745355960538038,112,5,765,1,27,0
11439,G36008100525001,Queens County,1420,0.015248322147651006,431,788,20,0,136,0
11440,G36008100525002,Queens County,832,0.007634428335474399,390,308,12,0,93,0
11441,G36008100526001,Queens County,982,0.011320798220029281,90,0,767,2,46,0
11442,G36008100526002,Queens County,976,0.010184489523332499,74,16,757,12,33,0
11443,G36008100528001,Queens County,1563,0.008664271935076165,143,17,1259,5,37,1
11444,G36008100530001,Queens County,948,0.009660851133213761,71,9,798,7,27,0
11445,G36008100530002,Queens County,1445,0.010944482314625465,131,7,1176,6,16,0
11446,G36008100531001,Queens County,1850,0.009795978883046603,705,963,23,2,92,0
11447,G36008100531002,Queens County,838,0.01628892430898418,324,452,22,1,27,0
11448,G36008100531003,Queens County,774,0.0042249369534601905,317,371,21,2,40,0
11449,G36008100532001,Queens County,1103,0.010936709864852805,96,30,852,0,67,0
11450,G36008100532002,Queens County,783,0.008802896074110717,59,4,632,0,35,0
11451,G36008100534011,Queens County,1055,0.006388402778198288,94,13,846,17,20,0
11452,G36008100534012,Queens County,1049,0.011028522766697857,121,2,828,7,21,0
11453,G36008100535011,Queens County,1058,0.005947729687491216,667,336,18,0,10,0
11454,G36008100535021,Queens County,0,0.0,0,0,0,0,0,0
11455,G36008100536011,Queens County,891,0.007752275218821237,104,9,606,7,76,0
11456,G36008100536012,Queens County,687,0.008968434244536696,63,4,554,4,31,1
11457,G36008100538001,Queens County,822,0.008156461167505135,122,10,578,2,38,0
